,scanindex,rettime,mz,intensity,organism,isotope,condition,isotopomer,exp_id
966,496,3.703,432.238,523,RLUS1353,12,GLU-3,M0,EXAMPLE_1
967,496,3.703,432.2894,543,RLUS1353,12,GLU-3,M0,EXAMPLE_6
968,496,3.703,433.2458,154,RLUS1353,12,GLU-3,M1,EXAMPLE_1
969,496,3.703,433.2934,104,RLUS1353,12,GLU-3,M1,EXAMPLE_6
978,496,3.703,448.2823,1721,RLUS1353,12,GLU-3,M0,EXAMPLE_10
979,496,3.703,449.29,670,RLUS1353,12,GLU-3,M1,EXAMPLE_10
981,496,3.703,450.3008,2680,RLUS1353,12,GLU-3,M0,EXAMPLE_3
982,496,3.703,451.3018,1023,RLUS1353,12,GLU-3,M1,EXAMPLE_3
987,496,3.703,466.2951,1667,RLUS1353,12,GLU-3,M0,EXAMPLE_11
991,496,3.703,468.3058,495,RLUS1353,12,GLU-3,M2,EXAMPLE_11
996,497,3.71,432.2869,244,RLUS1353,12,GLU-3,M0,EXAMPLE_6
997,497,3.71,433.2432,101,RLUS1353,12,GLU-3,M1,EXAMPLE_1
1005,497,3.71,448.284,1472,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1006,497,3.71,449.2883,524,RLUS1353,12,GLU-3,M1,EXAMPLE_10
1008,497,3.71,450.301,2613,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1009,497,3.71,451.301,701,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1010,497,3.71,452.3066,210,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1017,497,3.71,466.2986,1051,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1018,497,3.71,467.2964,223,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1019,497,3.71,468.308,579,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1020,497,3.71,469.3104,204,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1023,498,3.717,432.239,2772,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1024,498,3.717,432.2868,366,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1025,498,3.717,433.2424,937,RLUS1353,12,GLU-3,M1,EXAMPLE_1
1026,498,3.717,433.2913,314,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1039,498,3.717,448.2824,1452,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1041,498,3.717,450.2984,4273,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1042,498,3.717,451.3064,1186,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1043,498,3.717,452.3034,190,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1050,498,3.717,466.2986,1006,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1051,498,3.717,467.2946,284,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1052,498,3.717,468.303,598,RLUS1353,12,GLU-3,M2,EXAMPLE_11
1056,499,3.724,432.2382,9051,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1057,499,3.724,432.2892,884,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1058,499,3.724,433.242,3068,RLUS1353,12,GLU-3,M1,EXAMPLE_1
1060,499,3.724,434.2452,501,RLUS1353,12,GLU-3,M2,EXAMPLE_1
1063,499,3.724,435.2526,208,RLUS1353,12,GLU-3,M3,EXAMPLE_1
1074,499,3.724,448.2838,1014,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1077,499,3.724,450.3002,7613,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1078,499,3.724,451.3019,2469,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1079,499,3.724,452.3079,592,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1084,499,3.724,466.2915,963,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1086,499,3.724,468.3097,1633,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1088,499,3.724,469.3135,474,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1089,500,3.731,432.2381,19956,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1090,500,3.731,432.2891,2462,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1091,500,3.731,433.2419,5564,RLUS1353,12,GLU-3,M1,EXAMPLE_1
1092,500,3.731,433.2934,685,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1093,500,3.731,434.2474,742,RLUS1353,12,GLU-3,M2,EXAMPLE_1
1094,500,3.731,434.2923,105,RLUS1353,12,GLU-3,M2,EXAMPLE_6
1107,500,3.731,448.2864,650,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1108,500,3.731,449.2882,269,RLUS1353,12,GLU-3,M1,EXAMPLE_10
1110,500,3.731,450.3004,19995,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1111,500,3.731,451.3048,6082,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1112,500,3.731,452.3052,1243,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1121,500,3.731,466.296,1190,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1122,500,3.731,467.3004,330,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1124,500,3.731,468.312,6001,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1126,500,3.731,469.3162,1790,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1129,501,3.738,432.2388,24417,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1130,501,3.738,432.2892,10242,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1131,501,3.738,433.2404,6778,RLUS1353,12,GLU-3,M1,EXAMPLE_1
1132,501,3.738,433.291,3953,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1133,501,3.738,434.2424,1354,RLUS1353,12,GLU-3,M2,EXAMPLE_1
1134,501,3.738,434.2918,663,RLUS1353,12,GLU-3,M1,EXAMPLE_9
1136,501,3.738,435.2516,358,RLUS1353,12,GLU-3,M3,EXAMPLE_1
1137,501,3.738,436.2491,186,RLUS1353,12,GLU-3,M4,EXAMPLE_1
1146,501,3.738,448.2844,1636,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1147,501,3.738,449.2902,603,RLUS1353,12,GLU-3,M1,EXAMPLE_10
1149,501,3.738,450.3008,82877,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1152,501,3.738,451.3039,23473,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1153,501,3.738,452.3066,4981,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1164,501,3.738,466.2952,2123,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1166,501,3.738,467.3006,667,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1168,501,3.738,468.311,20217,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1170,501,3.738,469.3134,6898,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1172,502,3.746,432.2396,21647,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1173,502,3.746,432.2894,30738,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1174,502,3.746,433.2424,5797,RLUS1353,12,GLU-3,M1,EXAMPLE_1
1175,502,3.746,433.2916,11079,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1177,502,3.746,434.2442,1130,RLUS1353,12,GLU-3,M2,EXAMPLE_1
1178,502,3.746,434.2944,1847,RLUS1353,12,GLU-3,M2,EXAMPLE_6
1181,502,3.746,435.2946,327,RLUS1353,12,GLU-3,M2,EXAMPLE_9
1195,502,3.746,448.2859,3517,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1196,502,3.746,449.2908,1390,RLUS1353,12,GLU-3,M1,EXAMPLE_10
1199,502,3.746,450.3012,276892,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1205,502,3.746,451.3044,85167,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1208,502,3.746,452.3076,15270,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1209,502,3.746,453.3081,1626,RLUS1353,12,GLU-3,M3,EXAMPLE_3
1212,502,3.746,454.31,360,RLUS1353,12,GLU-3,M4,EXAMPLE_3
1220,502,3.746,466.2961,5275,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1221,502,3.746,467.2961,1767,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1222,502,3.746,468.3112,71231,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1225,502,3.746,469.3154,23423,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1230,503,3.753,432.2382,10790,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1231,503,3.753,432.2897,48886,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1232,503,3.753,433.2373,2467,RLUS1353,12,GLU-3,M0,EXAMPLE_2
1233,503,3.753,433.2922,16303,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1237,503,3.753,435.2992,394,RLUS1353,12,GLU-3,M3,EXAMPLE_6
1246,503,3.753,448.2841,5181,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1247,503,3.753,449.2878,2047,RLUS1353,12,GLU-3,M1,EXAMPLE_10
1253,503,3.753,450.3008,422917,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1262,503,3.753,451.3044,134690,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1267,503,3.753,452.307,21178,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1268,503,3.753,453.3089,3222,RLUS1353,12,GLU-3,M3,EXAMPLE_3
1270,503,3.753,454.3186,307,RLUS1353,12,GLU-3,M3,EXAMPLE_7
1275,503,3.753,466.2944,6195,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1276,503,3.753,467.3003,2291,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1277,503,3.753,468.3108,106098,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1280,503,3.753,469.3138,33280,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1283,504,3.76,432.2364,4804,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1284,504,3.76,432.2892,48995,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1285,504,3.76,433.2404,1558,RLUS1353,12,GLU-3,M1,EXAMPLE_1
1286,504,3.76,433.2904,17359,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1288,504,3.76,434.295,3486,RLUS1353,12,GLU-3,M2,EXAMPLE_6
1301,504,3.76,448.2844,3849,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1302,504,3.76,449.2884,1581,RLUS1353,12,GLU-3,M1,EXAMPLE_10
1309,504,3.76,450.3008,415315,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1317,504,3.76,451.3042,125387,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1323,504,3.76,452.3064,21085,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1325,504,3.76,453.3106,2396,RLUS1353,12,GLU-3,M3,EXAMPLE_3
1332,504,3.76,466.2968,5021,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1333,504,3.76,467.2975,1919,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1336,504,3.76,468.3111,102916,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1339,504,3.76,469.3139,32559,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1340,505,3.767,432.2366,3030,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1341,505,3.767,432.2897,31230,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1342,505,3.767,433.2391,1115,RLUS1353,12,GLU-3,M1,EXAMPLE_1
1343,505,3.767,433.2922,10970,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1345,505,3.767,434.2972,2085,RLUS1353,12,GLU-3,M2,EXAMPLE_6
1347,505,3.767,435.2949,621,RLUS1353,12,GLU-3,M2,EXAMPLE_9
1348,505,3.767,436.2494,173,RLUS1353,12,GLU-3,M4,EXAMPLE_1
1355,505,3.767,448.2858,2178,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1356,505,3.767,449.2888,827,RLUS1353,12,GLU-3,M1,EXAMPLE_10
1360,505,3.767,450.3012,273140,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1365,505,3.767,451.3044,82680,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1368,505,3.767,452.3075,13966,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1370,505,3.767,453.3082,1783,RLUS1353,12,GLU-3,M3,EXAMPLE_3
1371,505,3.767,454.3136,224,RLUS1353,12,GLU-3,M4,EXAMPLE_3
1378,505,3.767,466.2934,3479,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1379,505,3.767,467.299,1627,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1380,505,3.767,468.3118,64987,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1382,505,3.767,469.314,21699,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1385,506,3.774,432.2392,3257,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1386,506,3.774,432.2892,16265,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1387,506,3.774,433.2386,816,RLUS1353,12,GLU-3,M1,EXAMPLE_1
1388,506,3.774,433.2915,5291,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1391,506,3.774,434.2983,1077,RLUS1353,12,GLU-3,M2,EXAMPLE_6
1401,506,3.774,448.2841,699,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1402,506,3.774,449.289,428,RLUS1353,12,GLU-3,M1,EXAMPLE_10
1403,506,3.774,450.3008,128954,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1406,506,3.774,451.3032,39532,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1407,506,3.774,452.3057,6907,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1409,506,3.774,453.3124,933,RLUS1353,12,GLU-3,M3,EXAMPLE_3
1416,506,3.774,466.2957,1665,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1418,506,3.774,467.2949,535,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1419,506,3.774,468.3104,33179,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1421,506,3.774,469.3132,10727,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1422,507,3.781,432.2396,3732,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1423,507,3.781,432.2896,7361,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1424,507,3.781,433.2391,981,RLUS1353,12,GLU-3,M1,EXAMPLE_1
1425,507,3.781,433.2906,2462,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1426,507,3.781,434.2922,404,RLUS1353,12,GLU-3,M2,EXAMPLE_6
1434,507,3.781,448.2852,625,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1435,507,3.781,449.2908,311,RLUS1353,12,GLU-3,M1,EXAMPLE_10
1436,507,3.781,450.3005,58464,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1438,507,3.781,451.3041,18026,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1439,507,3.781,452.3074,3200,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1441,507,3.781,453.3114,633,RLUS1353,12,GLU-3,M3,EXAMPLE_3
1447,507,3.781,466.2964,1036,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1448,507,3.781,467.299,236,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1449,507,3.781,468.3106,16225,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1451,507,3.781,469.3154,5999,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1452,508,3.788,432.2383,2293,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1453,508,3.788,432.2912,4183,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1454,508,3.788,433.239,798,RLUS1353,12,GLU-3,M1,EXAMPLE_1
1455,508,3.788,433.2916,1779,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1456,508,3.788,434.2484,287,RLUS1353,12,GLU-3,M2,EXAMPLE_1
1457,508,3.788,434.2982,225,RLUS1353,12,GLU-3,M2,EXAMPLE_6
1459,508,3.788,435.2503,129,RLUS1353,12,GLU-3,M3,EXAMPLE_1
1464,508,3.788,448.2876,645,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1465,508,3.788,449.2868,260,RLUS1353,12,GLU-3,M1,EXAMPLE_10
1466,508,3.788,450.3008,41131,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1467,508,3.788,451.3051,12095,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1468,508,3.788,452.3076,1981,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1469,508,3.788,453.3028,218,RLUS1353,12,GLU-3,M5,EXAMPLE_10
1478,508,3.788,466.2971,1264,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1479,508,3.788,467.2975,247,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1481,508,3.788,468.3116,11589,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1483,508,3.788,469.3163,3221,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1485,509,3.796,432.2392,2907,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1486,509,3.796,432.2898,4143,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1488,509,3.796,433.2918,1729,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1490,509,3.796,434.2912,507,RLUS1353,12,GLU-3,M1,EXAMPLE_9
1499,509,3.796,448.2815,636,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1501,509,3.796,450.3016,34131,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1502,509,3.796,451.3039,10978,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1503,509,3.796,452.3058,2124,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1504,509,3.796,453.3145,272,RLUS1353,12,GLU-3,M3,EXAMPLE_3
1510,509,3.796,466.293,1137,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1511,509,3.796,467.2994,558,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1512,509,3.796,468.3102,10819,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1513,509,3.796,469.3138,2954,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1514,510,3.803,432.2382,1884,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1515,510,3.803,432.2888,3417,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1516,510,3.803,433.2398,325,RLUS1353,12,GLU-3,M1,EXAMPLE_1
1517,510,3.803,433.2943,1308,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1521,510,3.803,435.2452,139,RLUS1353,12,GLU-3,M3,EXAMPLE_1
1523,510,3.803,436.256,216,RLUS1353,12,GLU-3,M4,EXAMPLE_1
1528,510,3.803,448.2835,422,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1529,510,3.803,449.2866,400,RLUS1353,12,GLU-3,M1,EXAMPLE_10
1530,510,3.803,450.3012,29483,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1532,510,3.803,451.3038,9097,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1533,510,3.803,452.3073,2050,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1534,510,3.803,453.3114,221,RLUS1353,12,GLU-3,M3,EXAMPLE_3
1539,510,3.803,466.2954,834,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1540,510,3.803,467.3014,449,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1542,510,3.803,468.31,8760,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1544,510,3.803,469.3128,3007,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1545,511,3.81,432.237,1451,RLUS1353,12,GLU-3,M0,EXAMPLE_1
1546,511,3.81,432.288,2974,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1547,511,3.81,433.241,634,RLUS1353,12,GLU-3,M1,EXAMPLE_1
1548,511,3.81,433.2909,1678,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1550,511,3.81,434.2906,107,RLUS1353,12,GLU-3,M1,EXAMPLE_9
1561,511,3.81,449.2896,221,RLUS1353,12,GLU-3,M1,EXAMPLE_10
1562,511,3.81,450.3004,25566,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1563,511,3.81,451.3036,8149,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1564,511,3.81,452.3062,1696,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1565,511,3.81,453.2968,122,RLUS1353,12,GLU-3,M5,EXAMPLE_10
1571,511,3.81,466.2988,1306,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1572,511,3.81,467.295,121,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1573,511,3.81,468.3118,6908,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1575,511,3.81,469.3146,2251,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1578,512,3.817,432.2895,3188,RLUS1353,12,GLU-3,M0,EXAMPLE_6
1580,512,3.817,433.2896,1121,RLUS1353,12,GLU-3,M1,EXAMPLE_6
1582,512,3.817,434.2948,314,RLUS1353,12,GLU-3,M2,EXAMPLE_6
1587,512,3.817,448.284,1024,RLUS1353,12,GLU-3,M0,EXAMPLE_10
1589,512,3.817,450.3008,30979,RLUS1353,12,GLU-3,M0,EXAMPLE_3
1590,512,3.817,451.3042,10163,RLUS1353,12,GLU-3,M1,EXAMPLE_3
1591,512,3.817,452.306,1935,RLUS1353,12,GLU-3,M2,EXAMPLE_3
1600,512,3.817,466.295,1845,RLUS1353,12,GLU-3,M0,EXAMPLE_11
1601,512,3.817,467.2965,330,RLUS1353,12,GLU-3,M1,EXAMPLE_11
1602,512,3.817,468.31,7275,RLUS1353,12,GLU-3,M0,EXAMPLE_4
1603,512,3.817,469.3136,1956,RLUS1353,12,GLU-3,M1,EXAMPLE_4
1609,496,3.703,432.2914,290,RLUS1353,12,GLU-4,M0,EXAMPLE_6
1616,496,3.703,448.2836,1297,RLUS1353,12,GLU-4,M0,EXAMPLE_10
1619,496,3.703,450.3023,2315,RLUS1353,12,GLU-4,M0,EXAMPLE_3
1620,496,3.703,451.3035,315,RLUS1353,12,GLU-4,M1,EXAMPLE_3
1628,496,3.703,466.2942,1239,RLUS1353,12,GLU-4,M0,EXAMPLE_11
1631,496,3.703,468.313,329,RLUS1353,12,GLU-4,M0,EXAMPLE_4
1634,497,3.71,432.2864,286,RLUS1353,12,GLU-4,M0,EXAMPLE_6
1640,497,3.71,448.2824,729,RLUS1353,12,GLU-4,M0,EXAMPLE_10
1642,497,3.71,449.29,299,RLUS1353,12,GLU-4,M1,EXAMPLE_10
1643,497,3.71,450.2997,1329,RLUS1353,12,GLU-4,M0,EXAMPLE_3
1648,497,3.71,466.2929,1042,RLUS1353,12,GLU-4,M0,EXAMPLE_11
1649,497,3.71,467.2946,364,RLUS1353,12,GLU-4,M1,EXAMPLE_11
1650,497,3.71,468.3098,484,RLUS1353,12,GLU-4,M0,EXAMPLE_4
1652,498,3.717,432.2382,1715,RLUS1353,12,GLU-4,M0,EXAMPLE_1
1653,498,3.717,432.2866,386,RLUS1353,12,GLU-4,M0,EXAMPLE_6
1654,498,3.717,433.2424,365,RLUS1353,12,GLU-4,M1,EXAMPLE_1
1655,498,3.717,434.2412,100,RLUS1353,12,GLU-4,M2,EXAMPLE_1
1662,498,3.717,448.284,835,RLUS1353,12,GLU-4,M0,EXAMPLE_10
1663,498,3.717,449.2868,211,RLUS1353,12,GLU-4,M1,EXAMPLE_10
1664,498,3.717,450.3029,2500,RLUS1353,12,GLU-4,M0,EXAMPLE_3
1665,498,3.717,451.3025,788,RLUS1353,12,GLU-4,M1,EXAMPLE_3
1666,498,3.717,452.3052,196,RLUS1353,12,GLU-4,M2,EXAMPLE_3
1672,498,3.717,466.2984,897,RLUS1353,12,GLU-4,M0,EXAMPLE_11
1674,498,3.717,468.309,933,RLUS1353,12,GLU-4,M0,EXAMPLE_4
1675,498,3.717,469.3182,292,RLUS1353,12,GLU-4,M1,EXAMPLE_4
1676,499,3.724,432.2396,5603,RLUS1353,12,GLU-4,M0,EXAMPLE_1
1677,499,3.724,432.2934,585,RLUS1353,12,GLU-4,M0,EXAMPLE_6
1678,499,3.724,433.2411,1016,RLUS1353,12,GLU-4,M1,EXAMPLE_1
1679,499,3.724,433.289,206,RLUS1353,12,GLU-4,M1,EXAMPLE_6
1680,499,3.724,434.2447,148,RLUS1353,12,GLU-4,M2,EXAMPLE_1
1686,499,3.724,448.2839,730,RLUS1353,12,GLU-4,M0,EXAMPLE_10
1688,499,3.724,450.3026,5228,RLUS1353,12,GLU-4,M0,EXAMPLE_3
1689,499,3.724,451.3018,1637,RLUS1353,12,GLU-4,M1,EXAMPLE_3
1690,499,3.724,452.2968,340,RLUS1353,12,GLU-4,M4,EXAMPLE_10
1695,499,3.724,466.2972,665,RLUS1353,12,GLU-4,M0,EXAMPLE_11
1696,499,3.724,468.3104,1125,RLUS1353,12,GLU-4,M0,EXAMPLE_4
1698,499,3.724,469.3179,366,RLUS1353,12,GLU-4,M1,EXAMPLE_4
1700,500,3.731,432.2383,13121,RLUS1353,12,GLU-4,M0,EXAMPLE_1
1702,500,3.731,433.2412,4346,RLUS1353,12,GLU-4,M1,EXAMPLE_1
1703,500,3.731,433.2957,407,RLUS1353,12,GLU-4,M1,EXAMPLE_6
1704,500,3.731,434.2447,713,RLUS1353,12,GLU-4,M2,EXAMPLE_1
1715,500,3.731,448.2874,578,RLUS1353,12,GLU-4,M0,EXAMPLE_10
1716,500,3.731,450.3018,9189,RLUS1353,12,GLU-4,M0,EXAMPLE_3
1717,500,3.731,451.3041,2921,RLUS1353,12,GLU-4,M1,EXAMPLE_3
1718,500,3.731,452.3026,639,RLUS1353,12,GLU-4,M0,EXAMPLE_8
1723,500,3.731,466.2967,642,RLUS1353,12,GLU-4,M0,EXAMPLE_11
1724,500,3.731,467.3004,158,RLUS1353,12,GLU-4,M1,EXAMPLE_11
1725,500,3.731,468.3093,2652,RLUS1353,12,GLU-4,M0,EXAMPLE_4
1730,501,3.738,432.2394,18148,RLUS1353,12,GLU-4,M0,EXAMPLE_1
1731,501,3.738,432.2918,4689,RLUS1353,12,GLU-4,M0,EXAMPLE_6
1732,501,3.738,433.2424,4803,RLUS1353,12,GLU-4,M1,EXAMPLE_1
1733,501,3.738,433.2942,1698,RLUS1353,12,GLU-4,M1,EXAMPLE_6
1734,501,3.738,434.2468,865,RLUS1353,12,GLU-4,M2,EXAMPLE_1
1735,501,3.738,434.2993,237,RLUS1353,12,GLU-4,M2,EXAMPLE_6
1744,501,3.738,448.286,873,RLUS1353,12,GLU-4,M0,EXAMPLE_10
1745,501,3.738,449.2854,138,RLUS1353,12,GLU-4,M1,EXAMPLE_10
1746,501,3.738,450.3006,34740,RLUS1353,12,GLU-4,M0,EXAMPLE_3
1747,501,3.738,451.3043,12603,RLUS1353,12,GLU-4,M1,EXAMPLE_3
1748,501,3.738,452.3056,2233,RLUS1353,12,GLU-4,M2,EXAMPLE_3
1749,501,3.738,453.3078,297,RLUS1353,12,GLU-4,M3,EXAMPLE_3
1754,501,3.738,466.2953,1145,RLUS1353,12,GLU-4,M0,EXAMPLE_11
1755,501,3.738,467.2983,517,RLUS1353,12,GLU-4,M1,EXAMPLE_11
1756,501,3.738,468.3114,11140,RLUS1353,12,GLU-4,M0,EXAMPLE_4
1758,501,3.738,469.3141,3108,RLUS1353,12,GLU-4,M1,EXAMPLE_4
1760,502,3.745,432.2404,19536,RLUS1353,12,GLU-4,M0,EXAMPLE_1
1761,502,3.745,432.2885,15908,RLUS1353,12,GLU-4,M0,EXAMPLE_6
1762,502,3.745,433.2418,4798,RLUS1353,12,GLU-4,M1,EXAMPLE_1
1763,502,3.745,433.2914,7377,RLUS1353,12,GLU-4,M1,EXAMPLE_6
1764,502,3.745,434.2492,791,RLUS1353,12,GLU-4,M2,EXAMPLE_1
1765,502,3.745,434.2974,927,RLUS1353,12,GLU-4,M2,EXAMPLE_6
