,scanindex,rettime,mz,intensity,organism,isotope,condition,isotopomer,exp_id
1988,509,3.795,433.2875,446,RLUS1353,12,GLU-4,M0,EXAMPLE_9
1990,509,3.795,434.2936,106,RLUS1353,12,GLU-4,M2,EXAMPLE_6
1993,509,3.795,448.2831,274,RLUS1353,12,GLU-4,M0,EXAMPLE_10
1995,509,3.795,450.301,17520,RLUS1353,12,GLU-4,M0,EXAMPLE_3
1996,509,3.795,451.3043,5465,RLUS1353,12,GLU-4,M1,EXAMPLE_3
1997,509,3.795,452.3094,854,RLUS1353,12,GLU-4,M2,EXAMPLE_3
2003,509,3.795,466.2914,895,RLUS1353,12,GLU-4,M0,EXAMPLE_11
2004,509,3.795,468.3122,6197,RLUS1353,12,GLU-4,M0,EXAMPLE_4
2005,509,3.795,469.3117,1873,RLUS1353,12,GLU-4,M1,EXAMPLE_4
2007,510,3.803,432.24,1818,RLUS1353,12,GLU-4,M0,EXAMPLE_1
2008,510,3.803,432.2894,1725,RLUS1353,12,GLU-4,M0,EXAMPLE_6
2009,510,3.803,433.239,458,RLUS1353,12,GLU-4,M1,EXAMPLE_1
2010,510,3.803,433.2902,688,RLUS1353,12,GLU-4,M1,EXAMPLE_6
2011,510,3.803,434.2472,203,RLUS1353,12,GLU-4,M2,EXAMPLE_1
2012,510,3.803,434.2926,136,RLUS1353,12,GLU-4,M2,EXAMPLE_6
2020,510,3.803,449.2836,113,RLUS1353,12,GLU-4,M1,EXAMPLE_10
2021,510,3.803,450.3003,16000,RLUS1353,12,GLU-4,M0,EXAMPLE_3
2022,510,3.803,451.303,4666,RLUS1353,12,GLU-4,M1,EXAMPLE_3
2023,510,3.803,452.305,907,RLUS1353,12,GLU-4,M2,EXAMPLE_3
2030,510,3.803,466.293,793,RLUS1353,12,GLU-4,M0,EXAMPLE_11
2031,510,3.803,467.3016,284,RLUS1353,12,GLU-4,M1,EXAMPLE_11
2032,510,3.803,468.3118,4827,RLUS1353,12,GLU-4,M0,EXAMPLE_4
2033,510,3.803,469.3162,2246,RLUS1353,12,GLU-4,M1,EXAMPLE_4
2034,511,3.81,432.2364,898,RLUS1353,12,GLU-4,M0,EXAMPLE_1
2035,511,3.81,432.2913,1421,RLUS1353,12,GLU-4,M0,EXAMPLE_6
2036,511,3.81,433.2426,511,RLUS1353,12,GLU-4,M1,EXAMPLE_1
2037,511,3.81,433.2921,539,RLUS1353,12,GLU-4,M1,EXAMPLE_6
2043,511,3.81,448.2862,203,RLUS1353,12,GLU-4,M0,EXAMPLE_10
2044,511,3.81,449.2859,234,RLUS1353,12,GLU-4,M1,EXAMPLE_10
2045,511,3.81,450.2993,13555,RLUS1353,12,GLU-4,M0,EXAMPLE_3
2046,511,3.81,451.3042,4537,RLUS1353,12,GLU-4,M1,EXAMPLE_3
2047,511,3.81,452.3025,756,RLUS1353,12,GLU-4,M0,EXAMPLE_8
2050,511,3.81,466.2934,712,RLUS1353,12,GLU-4,M0,EXAMPLE_11
2051,511,3.81,467.2951,313,RLUS1353,12,GLU-4,M1,EXAMPLE_11
2052,511,3.81,468.3115,4092,RLUS1353,12,GLU-4,M0,EXAMPLE_4
2053,511,3.81,469.3129,1295,RLUS1353,12,GLU-4,M1,EXAMPLE_4
2055,512,3.817,432.2872,2031,RLUS1353,12,GLU-4,M0,EXAMPLE_6
2058,512,3.817,433.2964,581,RLUS1353,12,GLU-4,M1,EXAMPLE_6
2063,512,3.817,448.2828,607,RLUS1353,12,GLU-4,M0,EXAMPLE_10
2065,512,3.817,450.3006,16191,RLUS1353,12,GLU-4,M0,EXAMPLE_3
2066,512,3.817,451.3037,4085,RLUS1353,12,GLU-4,M1,EXAMPLE_3
2069,512,3.817,453.3118,201,RLUS1353,12,GLU-4,M3,EXAMPLE_3
2077,512,3.817,466.2937,971,RLUS1353,12,GLU-4,M0,EXAMPLE_11
2078,512,3.817,467.2974,378,RLUS1353,12,GLU-4,M1,EXAMPLE_11
2079,512,3.817,468.3076,4056,RLUS1353,12,GLU-4,M0,EXAMPLE_4
2080,512,3.817,469.3133,1263,RLUS1353,12,GLU-4,M1,EXAMPLE_4
